Name,Location,Locality,City,Rating,Cost,Place_ID,Photo_Reference
Aaheli Axis,"Axis Mall,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.7,2500,ChIJK7YqwKN3AjoRPGWEo3mHsg4,AdDdOWrJPbY3QtWvO5o1FdkMdAQU07sZegJ-de2Kkxr7MYzRhTuXUmPXt3aDwGacjNcc6Kgs0gj3PtWvkeIIp-VX3o1igrjTrpbmrumBo-ZOUSe6E7s9TZOqEgFJGB-JvBWKDenzdXqLPl_9TaQT0JmiqH-f-50nj6rZ6jhq3LFk0KuDqH7Q
Calcutta Pi,"Jodhpur Park, South Kolkata", South Kolkata,Kolkata,4.2,1000,ChIJP9bOHsRxAjoRf5XRxxBve_Q,AdDdOWqhXteCzYiWjh4nRCUXAh5DmPRVYFn90imwHpWsbtH6qKNgstTl9Hlt9qqSjDOlm_5ohCBJWh80ccfq96o0JHNEMiK23aHf_YkhT2fRbjLm7Fgsg6j2fJJvw5ZXJPSFQ35XmNxrZwH3gkJdx35BYxllBYbfOqqnxIxsCxMUj-LJNdA7
Abar Baithak,"Jodhpur Park, South Kolkata", South Kolkata,Kolkata,3.9,800,ChIJCfl0YMlwAjoRTz1CLycL-hc,AdDdOWoNTvhPO_nE1Sp21xzVo8K3szBKh7igQtcEuylPZaIgt_KpDZp0KZ9o5jQ4ZH_xy6xvJxjcCu9BThBvaVZNhIyu_hJEme3gwFW6wOLOikkHvQIHpktye57sTEBlxNaflVkctxKLq_0sDcbBCQ-O4ij3pfKgOb5dmm1Nm8QxJhg8Ri0_
Urban Kitchen & Bar,"Holiday Inn Kolkata Airport,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.4,2000,ChIJZ2tlZdKf-DkRmYqXAdUdlNU,AdDdOWptdLokvSTRXlDXOsyQAfqfveqxXaYeUcb_apGgTstksHrn7b4QBS4bwkhhU6U-k93yIZcw0HHuLi_0QG5YdrOSVR4P7_0dwWCVKfXVKI9BgLOimE0Ewkhbm-vrVTbKBZyBY2POEe1NyEbNJNS4zo5tipA7E_KcZOs9hASWRKx-4yN1
Old Mate's,"Jodhpur Park, South Kolkata", South Kolkata,Kolkata,4.1,400,ChIJk35uPiZxAjoRsqz4vKce_zQ,
Wow! Momo,"Kavi Nazrul Metro Station,Kalighat, South Kolkata", South Kolkata,Kolkata,2.0,400,ChIJlaWe9w93AjoRIloOddJqmSU,AdDdOWpTZZyXJkmDReWsyIutiC4svhBJGVjrlZ4ccvfQOEtdsqBG4xHi8Wu1m5DL59bTkgvhsg2ZO9N74lchdGhEe0WsWdvJo4Uc7FFddoTt_E7pVBzmIZ9SYfrFhV0ALArd6PA84pikkSySJXbB54dG85J6c7UONjM6uznjpyLAlnCsZRNv
BARishh,"South City Mall,Jadavpur, South Kolkata", South Kolkata,Kolkata,4.1,800,ChIJE-Jl2N1xAjoR3A_EtHFnOlE,AdDdOWqoajDnLS7mpTV4dX62LOVZoVFMXg9w1uVhCdiL2p7uFlv9t0CgACvwbPjq2Cb9QengvCVz3UtKGgn0lBh0r00U60GWorMxh9-45yLdnXv7QCJ4TgOKEaA193LGlW_LJ5y10DrkWEztv8DY83E15JHxkgvTbHFUW3Z4K594wqvHKjSi
Ubuntu - The Vegan Cafe,"Lake Gardens, South Kolkata", South Kolkata,Kolkata,4.2,400,ChIJHdFmKE9xAjoRcH2BSka4_t0,AdDdOWoXqrotu3MTbuPzKic10hhVXu4aQOa5FjbuIwOtQCogqxnLEBVskCtAHynVpwcIA9OK6J_pSc6TUtER0bGxJ81KtacRyr5EfdhntfaRb14w6y020JuzLNB3CyVFWUQbkcGutbOFSpHT8NpFXopVpD_-cXXd_w1_nJ4iFM5YcS3256ou
Mama Mia!,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.5,500,ChIJY7ORHSZ3AjoRiJGH7QoyN-Q,AdDdOWqSewzyp4lhdLy8IzZghDW2ubOiC-DGcLm5n9eTN_lVPo-RVtVyrMu-r4s3P70ES_swFUdOYYlQvsMXRJlUDEmv8E-iMMGzNtWAtdf92esg2t-Qo0bWz89RREvcVwG-3-YlJBpoooLeMA3jzO1HbZF24SnvFnUP0XnwQlGG3dbiO_Hb
The Sugarr and Spice,"Hazra, South Kolkata", South Kolkata,Kolkata,1.0,300,ChIJT1lVVc53AjoRADEfMUgAbVU,AdDdOWoQTB9bC-kz3J62tlFmTNZFrD7GlJgsBUFkenfNv2obl-U0nC_NI5EBunJrDtBU5IEN7vYW12-cPlXZo_fHsa8ea5Oga0dRmKrjFZLsKtBszo9DZYSSqt5Nj_r7becv3nDyAEmG8Fzi1LdhB3ndW7fITvfgvA0baQuwfTorDMFihvka
Wow! Momo,"Baranagar, 24 Parganas North", 24 Parganas North,Kolkata,3.0,400,ChIJlaWe9w93AjoRIloOddJqmSU,AdDdOWrAwqEgFxF03caZBvZu__d5xVc3ICYlSObbxx3wVgA-RsY7sP5WT64UlWZxBQSzTnl4-RRf76rC6w_YialebqqTg80JD5nxvKUDmUplzAu6HQljaup0TssRVZ2QFl0FvbUUMSJflUyZVzuuY8DT_sNeKp1o8dFzQ2hgXe1-Qo51F3oW
Sea Estta inn,"Tollygunge, South Kolkata", South Kolkata,Kolkata,4.2,800,ChIJ6Tr8GQxxAjoRKh4S1YhjWz8,AdDdOWqKJNOUQjCDHYy2pUCjgETeQz_tWwyzHz-_R7zKwM52fsmmEcJAyl2LTo43Rbwcz8L8ymf5KZkqh8BM3UPNVjTFZ8ajzymeOzDizi7PTS-YKkSJe8qs1JhqShB3dLVSk_6Ssa9ttB6SglY_Dt7ZJukWOfK7yreEzWBy7yrtUZI5MtwT
Subway,"New Alipore, South Kolkata", South Kolkata,Kolkata,4.2,400,ChIJo7U_dhl3AjoRMjjcWPWoyPw,AdDdOWrugTx3QL6QqPu4stbsAYGojsgbLN6E4L7NSgwYQP3rKJKIyKuoLtCjg23Wa3BAKttvSnd3d1zUCWHEPvoFwKMRXnuzmWYdXfW0EVc0deHGioN8BIu36cxeCEyJnrN80NPxEbYbkscJlLZE3lWYcjGYoUs9nJXVmJ0K9xMCBE1A-_r_
Wow! China by Wow! Momo,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.0,500,ChIJK7MpEz13AjoR5iO7T4H8Ioo,AdDdOWroO2L03j4IWTbkuSHu7IBxSRJ6wWmNJZoBsoOSSUweZLBOsCsA6nninoVtySXOaFvFsCyJD2t3UUprOcHyjBigM34btx3LW9kCz4DtslNgKrALfj9SJ81rG2KkrGZwLz-actPkdJ5yaIpa4ICrPZFinb5djTLCyowNovqW5S10oqXs
Krazzy for Waffle,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,4.0,400,ChIJX1qPkydxAjoRA6u57Lf5pZ4,AdDdOWqlO9gc2YPlZ-TBr1hretoU0OhN1oo2ASUD5AwGZEld0WgSXwp98mRLKy5XYz5y3UeJD1UmjGoQT8w5Yv996NkDy7ochYF2by5xa0WpDMUi3DE-tjpmekt_S0tySbKO8G5mlsMRf3QJ51eQvaKMt3kWi9K_-UgdHIY9Y_NzpPkRZnpu
Blue Nile,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.9,1800,ChIJA2QUoNqf-DkRVwSei4H1Cy8,AdDdOWq4AxI6cviIBPmN9hhDxypOhETGWqO_Pv0XI453S_4RiVwR19g6WnkRhjQ8e2bR6vGfLfr-p1DRioGW_1wxAq_Lw_qQXIrM-LEQtvUGTgDkVQlTIbe-Y5r7PvgQ49s1bNczdRy0qDpNexk6I13kr61BrsCjnaTkOXTlLqhqsCwaoqhJ
Royal Bengal,"Holiday Inn Kolkata Airport,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.0,500,ChIJTRxDnJ52AjoRlrNxBKA8T4g,AdDdOWqQUQjKRRpRzP7xBDkcJk9wE2xXVfz6nRkybqHnA5k_Y1Qt0UEaRRs75qnPmyi5e9WoDPhdtz26UnKQY7ybbImNdBPsa458X5vUWdFpTiro-Soq2d8FkkB1uDS7jklitIgigy-L1fI2yDptQ4r08MYcgodp-oVvmID8lsbA7ijeFlVM
Blue Nile Lounge,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.1,1700,ChIJA2QUoNqf-DkRVwSei4H1Cy8,AdDdOWqiaEcDQH2KcIaD6iJopSic_md6NqBqH9hct2_F9BZIMNI47lcAXhuRE8iubvs-NFKp-svAr5K72-qKATvOyYq_-c0F53kMKyKPWnJztwDfkTR-F9JxBXx76o6uZ9MI_2qS3DLk7LM8YDT_jlgt-_g1aSjiVNiHdA98KAAr4S-qyGSH
Chai Addaa,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,4.0,500,ChIJi1qgvddwAjoRiiMLmjW87rE,AdDdOWqyPPLY46G_e5F2OWL6y8cyA5RTexVL69HKSDrAPgA4MZO9n9jGv3ekA32c00ulT0fHayfYOcZnUX0O6ILuKkN7ePU8_GNUoS1U5GgYbASpcAtpPvlCBglq_51JjmkLEq585tWP3IOqCgRh4nUly_bTkmqUZD5N-Q-QDb5DuKQqDIN0
Balaram Mullick and Radharaman Mullick Sweets,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,4.3,400,ChIJh49FRjl3AjoRX4DSVad4l0s,AdDdOWqpCD2xNVMzyRvkcp7m1RvNClR6xkNbY364sEu-rq7FIQe1_rv8Wl106QO5N-icTjBLXA4A4qVGCCq9SF1jxo_4T971JPHlu6n3ZX2woBwIX6FwacSqH5Tj4JiAjF6MputsWzuAcvxRe7BpJCgEoMjHzdR7icgS0V-DVPAXk_Lbg4By
Kava,"Fairfield by Marriott,New Town, 24 Parganas North", 24 Parganas North,Kolkata,3.8,2200,ChIJVzwA7SJ1AjoRJalCk5y9WAE,AdDdOWrTrtouGA_UVs9PTH8ASoadyUSVWGYi_UdA0MZqfouc5xJFqAB8Rfn4diEw5j2y2cZhiQyPjQSYinaRrxkEiT9vg41_mkPVnw1EOmdBbbfzS8BWSwUr3wYDdA7MimTm_ZD2Jv5LmdH8VhTmfhshIP_xFEKHXwP-VLVjReootaZn-AbN
95 Degrees Cafe And Bakery,"New Alipore, South Kolkata", South Kolkata,Kolkata,4.4,600,ChIJb68xaFVxAjoRIlNopPyj6jw,AdDdOWqDbpxtgaudzij8KSSxb5fUGZNpNjE1_c_u4835-e5oah8wxVEOptpjPJWqQeMOL-_T5RbUwJViI3qRADVHmnlJmg5cVZRf8tGiJfQABFUOtb89BFiGa7uGQdScYyCC21DFF7MEjBd8H193BGQttlPBV_ab5Gl5_bZmHGtn6Xx3VOrU
Wow! Momo,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.6,400,ChIJlaWe9w93AjoRIloOddJqmSU,AdDdOWrjjM-KpeJ23EOkvtukOSpclKN1l6QA9wYtbQOP7a4vZl4wQ8unJIhQcdulUBRGzLEoRffc5nr0j-N77zb7kxktqHCtz5R5VXqEyCd0aJOPwABNxJ-x4aXxQ_QO3wquW1BhJUxjEFlv_qyp8JP6fmp8xw1W2-drnuSz9EERU4KCeSQI
The Hubb,"Kalikapur, South Kolkata", South Kolkata,Kolkata,3.6,800,ChIJz1a3XFpxAjoRpegbinmBwNE,AdDdOWoV6pKYENNiykOlfa6Cud2FVJk-At2cmIbLAiaRUpU7_pQ42f1eXKgmwEXIPPuwE0LOeBse3HMZDofHDRD0blxJHhroujq0QmE6o-dvQ58HEvnTEYVKB-I2TZ8JA0N1rvzQpog4KCPHmdLvQ1L_E6Iz0h8Zek-blMnC0fxoTUQhVvab
Belgian Waffle Junction,"New Alipore, South Kolkata", South Kolkata,Kolkata,4.6,600,ChIJVwA0Nv53AjoR1qXY_b-JSZo,AdDdOWotX1BQkQjA80peLooezvMPn23OKUPwPzKGLvbw5JBXnITvkMOk0yV3_IMT6CNNEYYulKVrwiQfgU1HGLQVgakHv5yQAbyp-XByOr9Yrf_NKpWFdLx7kJY7SoH-D4ZJLtJRSOCDXn4Bon4BVzSCL0kKF624TdlTJHWuGv4KoiuP5msw
Wow! Momo,"Hooghly, North Kolkata", North Kolkata,Kolkata,5.0,400,ChIJlaWe9w93AjoRIloOddJqmSU,AdDdOWoBzf1k1LwyJeFHxg0T4KvhB3RUgRkQRBNI8RXTXFkYx5oTz7g9JHouKjU3QykD1c8zNm_81EfxaTW8vb7jSJx8aEFO4T-BI12-S5euD45iLiQUAmYfe2AaigDz095cncm3_DAlimfNldycuVQVe49pLOfHSplLX8Dhs-Ig7xWvmrHp
Krazy For Chocolates,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.7,300,ChIJo4ZNyRl3AjoRUmb1KFELpMc,AdDdOWqdl1n94gy_d4wRpkNfvZ-rDhKn5WLaxHr_-oee_1g7pzkk5c_MAwAb2j2lsd_4cOjGvuABq3JHdordkIbHNTw9oJ24Z1arb0wGOsGqm87-_2O32udErvdnG3Z3Qte5iDJ8rlyqc9Oe58zKfjrwBBjmGPqzhBVFhbk6lzN_QsQwMZaA
3 Cheers,"Kalikapur, South Kolkata", South Kolkata,Kolkata,3.5,700,ChIJo8WSQVpxAjoRrf79zPeVa6w,AdDdOWpjDFjD_9lWwxB8vy1CAXb0duWtO4GjAbFitlPqe4kzFROLex-lHrwayc4sACYfEjGrWV7uFUBCViP_rybFods5tvsXplgwchttXqt5_F5v1YdaVaCt2F-aCey2cF3fvog9yFxUN4q062UTutXP0T2UkW8SY-jjX9kCVDLEbCRm1k40
Wow! Momo,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,5.0,400,ChIJlaWe9w93AjoRIloOddJqmSU,AdDdOWrlkXMcLbaUr50pN5kAnhgE0NtCoau83362GFEJJJNYomcYDlQIGraLIiYMLru7AkLVBYHY9xeR8cfw1p1X1GxI6qndK2ukNwZAX7SgGQ_iRLTsYtgE9Q4GXbrE6P-tJojpehV-sWYbM0CApgqxPKJ4wSGmKTvfSpJFZhc61ENw0Y6g
Wow! Momo,"Belgharia, 24 Parganas North", 24 Parganas North,Kolkata,4.3,400,ChIJlaWe9w93AjoRIloOddJqmSU,AdDdOWrLmTk9fHQsa9BcmN-lwRcFq1oln0E2z9A0A6ghTm4_9vuZIoCiIIpYTEuQ_oZ2D8ROjNUMowzOvX23E9eBrsrQo6Qe9R9zGszJbblxog22AQvLlhmMqxhZ2ietXOHKDxRrfDtZ-2eFbWbIUgjhIUmFfWDzCiJ0MA8kMJfLQvBthm_G
The Sugarr and Spice,"Golpark, South Kolkata", South Kolkata,Kolkata,1.0,300,ChIJT1lVVc53AjoRADEfMUgAbVU,AdDdOWpxYRjFkPTIXiE6thMHRayWnsobwmho1VYP5jB5BDO7_Z0KfEDwd-Q-MtSbhKKWZPB6KqlloIQ4XMR5EXk7GmwnjUNe4wRvMseYIOdGQchrKmOmeocNFA_QI8iJcMqRQhxZ-OQHlO-cebQSqwaO3HvN42LIts_69ObghdfEpYOfTVoI
The Tibetan Flavours,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,5.0,500,ChIJR2IyffWf-DkRn40d_lTUcNM,AdDdOWpamOZ7hyA8ujTtYl1bA5lVjh2GnD_7VdMlwlo7Gagkm0GwyqR_lZLdJCrANGBYTnOQO8h_5ECujvEE8CcQs4fO6vMaDB_DL_hwxEvXFB9n9NMrYbMAbr2wnedI0Xd_4No8ryokcNN5aMjOUiEILHxuZMxaW0P1_iyYDHXFqzMjBp81
Chowman,"Golf Green, South Kolkata", South Kolkata,Kolkata,4.4,900,ChIJdSDwlux1AjoRI-0g8Gp1GzE,AdDdOWp6R5zbyMuwyXaDQrA4ScpJbn-T3Y9bUhXoHadv8K31EzRyQt27auJBe00VA2fg7AZdvtOf8tjjP6EvwvY34UXSHprUQLm1_OX2h22L8DI2SzxcKyUMHo34CzvaVqfbNjooIut55iAehnFxdtFVQTVEc5XIiDfYO-hoWqSAyBPMuj4S
Purple Turtle,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,3.2,700,ChIJvaqq2tBwAjoRIfpHQr6jgzA,AdDdOWq5WL4dAE00VHrsxyUSWoxIj8SGARJBlb9I8Dgtdx_VvERAVmZjzdp6x_7zZzrziMKcOtrFazYTXHgaFDVtCIJ1hdn5JjXdkvuRsxcT5Yns1d8oW3hLQ2Y8Jjec6FQZ5D__IxENvH2tQiWA0DrgKyRyXf2_dTlmzSp7B5D57eBJYjsn
The Shake Factory,"New Alipore, South Kolkata", South Kolkata,Kolkata,3.9,400,ChIJ4S9yOKxwAjoRKZhzjVMr_54,AdDdOWqS5H011X8JJVAZt0sxPeP4mK8EbvPHtFjVQwbHSoQ0xIvX2UZUK5t2asxEIoA8yw_K5w4EKyXnYlPpDry4KKYIzHxP2E99dzw-0pqEKAFX48hMxYknQgCjN406IunPAFJySGVDHovHLI9xp6jM-iizMFR2blAeNXAPiADFeoQOnSjN
The Wall,"Ecosuite Business Tower,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.0,1500,ChIJdd6QvdJwAjoRsdZLjWGczk8,AdDdOWrtt5ex4FFdA6sW11wQiAFGZWz6kBXJPfRzNk6fR3LafyFKjz-2lSrn7wxcoNPTFjGR6AmLNqXqTN1cFdshjwA2SWR151TT19FfwbTd-NoK1_XDK1vVsMb11GAtTxiX-Kv2_XeOy5HAllQP2hcW6BYUNSYku0FT1Su2Qfws-8gPTXAR
Cafe Dreamers,"Tollygunge, South Kolkata", South Kolkata,Kolkata,4.4,400,ChIJywVwfblxAjoRXvAbUmhAI-A,
Krazy For Chocolates,"Acropolis Mall,Kasba, South Kolkata", South Kolkata,Kolkata,1.0,300,ChIJo4ZNyRl3AjoRUmb1KFELpMc,AdDdOWrsl8ugduBpsg6J-TPFUj1uHAcmwPXkUUSkXKCtL3pGpUJkqEXglrrYZycWzxp1yWq_C2nqeXYyP7Mt15gRASKiLIuIxq7spgs88b63o1NylcFy7uknJuHIVEUM61zqS5Fsgr2HVZbtEisdG75t0AgOVT52iPrrjjN5H5-ab0mAqs_6
Seasonal Tastes,"The Westin Kolkata Rajarhat,New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.4,4200,ChIJveRS1Et1AjoRIIMCigF7xyQ,AdDdOWpNbnsdtxjBSKGkgiAOQCOhNeSuSJ9qu7wEidtPknNiuwrQbjs5EuRmo_bOX_SjggVtSnWF1QtfSdlpfg5DQefFKDCY5fFjS2fJJwGai4DyyLUV6krfrCJpD3hnaGBRkD_7XsTeFT40JO9CzcF0x7WiXkRBXGbwF3V1OcPgzFp2YJl3
Fries Before Guys,"New Alipore, South Kolkata", South Kolkata,Kolkata,3.8,300,ChIJySOaW9h3AjoRXQRzNyrU-rM,AdDdOWpBkQ3Z_Rprx3KK3tuk28TJX211pE933pXweDhzusBYJbwm0myDyJJjUFpeTDh1ZKA-uxfXrdwmSEFBLij2M6maFB_hr8zfTiBwODKUiAZbUmpy_KrGqNjJxZjsuWizN0WVGx5gUnwYuv-iLulsIjRVB37izqNKr-eokM0zOroALZzD
London Lounge,"Jadavpur, South Kolkata", South Kolkata,Kolkata,5.0,400,ChIJUWjnujJ3AjoR2K6lJKPQSI4,AdDdOWprUQWqiB8QCI0qF2EOycvQQdOjK2WuUQv9CYkaE8JgUavF58g8WU1LyTIPyRpjdMHSC5qo2M53hRUMKJYplTldnS1XOsdrigIaqcWz_4eI1jk9vI6no0n4eD-f6uIniCNqfxlVF6PXUdkT9brujG5weqah1UGk68L1nnTarZKQtX1P
Vertex – The Liquid Restaurant,"Fairfield by Marriott,New Town, 24 Parganas North", 24 Parganas North,Kolkata,3.7,1500,ChIJVzwA7SJ1AjoRJalCk5y9WAE,AdDdOWr6lQlbrgx7CChM0GimeSGPoOtZl3aS3T9sVGDTM7ODjdUUfj8gb9-izuiaYKtCqaCVOgk69J82qXiHA9s4xdhltksKxTvwZBIywMJFZFP2pcs4kL8_gZLu5ln09kVkSGtsG5jGrlWeBJLZEs9lMaEWk9bjawwscUVZeyL4E25iBL8p
Crossroad Cafe,"Tollygunge, South Kolkata", South Kolkata,Kolkata,4.2,800,ChIJ_6vH-MRwAjoRjOYefBLidp4,AdDdOWrxzlvTlntLjXNbXyQaILUIYzOLArf4joaZc3h8MeEx5GGKqj0zlhv8P0T3GudaxwPgUM-_7KhX-93qhgdf52CMhiRNKu_QecPUrQIc1CYhosOyqujUEwUm8Qn4rIx_eS1E6OOhRPnMWlqeFr-A1KJDS7q0Qew__N_SjRhTk3DiSw8B
Wow! Momo,"E.M Bypass, East Kolkata", East Kolkata,Kolkata,5.0,400,ChIJlaWe9w93AjoRIloOddJqmSU,AdDdOWr4h3779XZVr9V2v_QeC0txZSLCyhOARzmyot7_fQ5PWGXWZzmp2UVQhns3K_GHxLbigPDllJ-Bd0ogf8NqjXhyHGxBj0ToWGzkHP8AcbI0gZX4d-9Yno9tp_fXFyiYV5IIwHzi9i7l-Hg-DPQSONbmBhwX9iBiTD1WuR-Zj10KdLaX
Shawarma Nation,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,3.3,700,ChIJL8MYKdpwAjoR9p4CIeOjjR0,AdDdOWq0M0DVanNXQK-hzTXeSt0L3TkEg6LjROUqFEA4NT9GIR1CnvF69Zg_5p-38cuwb-t2t7pNhm3VxdIV5F8-5eFn2C8YuE1TkaSNCWvO6AcpxWhx7A9KFodAlI3ina3MJrX-E__lay9RfxSqdu9s-Gm7DakQdeX19MI8tqS_EYxKK-qs
Number 18,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,3.0,700,ChIJK_wqcMhxAjoRwB505LbOnR4,AdDdOWpdf3t7yN5h8SG5kQM8FBjMsTlHMs52lHFghp3n138TC1bF2H628hHMVfcTn_XHZnCeBx6xkrl_lT5BEdvF6H8Wdgx67fREZPo1nULut1dR33oGRfsk-xoWR2zFLr-3y2-7NKO-ZrOdG-IjoZzsndTKn1N0bnnt7tyF8plT6fq8NVw
Gokul Shree,"Alipore, South Kolkata", South Kolkata,Kolkata,3.5,100,ChIJ____v6pwAjoR56IlBZP_tN4,AdDdOWpUQmH31ztfXFW9I6B6ghfD3eMaG9PEnRj3-tTPrylxNDghcTRfEYWrezeKSqgZ5m7cRgX4jaFwSHLjPHIigRauawuvxeEjRW-DEniaHc4ZzxN5OCHalsEf4767syRtc8q83oo_VL8cyirugp5fM3xAJKdxPrkhJ_ajltz0LBa4Vc1Z
The Sugarr and Spice,"Rashbehari Avenue, South Kolkata", South Kolkata,Kolkata,1.3,300,ChIJT1lVVc53AjoRADEfMUgAbVU,AdDdOWro8QCMFFJZRPs6k_2UVJz9JQgca7bu8WfFPvhp0ff2N0sPBd-RlDc_nqxKmwYWgdKveVLYAyGBXCdg9jOCg1fhhHy4qPqg53DBycSQGIsi3pp4T63TsUECSQZvBOXMJPCawlW0YZ08-Gi_5g0tnoppeyFi4dmN1w0Z1k_TbpQIej0P
Seasonings,"Jadavpur, South Kolkata", South Kolkata,Kolkata,4.3,500,ChIJf0pp5NR2AjoRhNlr7EkOHWY,AdDdOWowpYgMnyKKygemaBZsbnxF4lvtzc26jTWs9hU5GSPQ7Rf7O_gkXGdyj8RRQTZsEwnOhXPADnueQwIJAE-nn5MQ9rjPchhhfIp2WbizjXDpFodCe1C2aUpxotcPJbvWwy7h10yj_KNGxe9xE0ryocGF838daIqCu0LL0JmXL-T_9bMx
Calcutta Bistro,"Jadavpur, South Kolkata", South Kolkata,Kolkata,4.6,1000,ChIJ6bgDBhhxAjoRude5CDGK7WY,AdDdOWqQDrlWda9rUC9un_vt_igIkXV4WUIebs2cdqusSrYIth0_AJrOekSLX4zZYavqvfuHRcxp5a48mxSEzLBBtdOPTtxisglV1B3IKJ5eohKAIC-VnYx17JZT9tma5jGuDdeXflULgb1y247zaqEqu3RDGl9FMc4qDYI_ukIJZZGhoXDq
FryDe Cafe,"Belgharia, 24 Parganas North", 24 Parganas North,Kolkata,4.3,500,ChIJj_jSr76d-DkRGNL1ec6Zfbs,AdDdOWpUq1RjvDWHXH7T0tLgZxbJZuwMc_he86nd7XEIiK1QIsf3yVIqYl6PPDChCkUJnfyQeWdEI-gyFBJHkW8WU_Bx31WxYKppoHrYcjAHll4PTuiP9j-UbC7w3U4IjAIFoV_CcT7laUASnIR5ooGxw2lv9j6xo65K7R60Pj5EDh-r170T
Krazzy for Waffle,"Kaikhali, 24 Parganas North", 24 Parganas North,Kolkata,2.7,400,ChIJX1qPkydxAjoRA6u57Lf5pZ4,AdDdOWoowWN57UDkTwyp8uqRXiYm5rJlo65LWPB5YHOKoTHQRC3KjwmZhGdw_27-evoeu8hFw3FEg74b4nup4k8-jdvCXqDVYaBrn-Aq0IWDnfx-wrUHxytn04PyAPJnO_eC1Z7F4t9hb_Ht4c9CcrFCtBnFG63X50chU99KI4cL8nwxahFJ
Kasturi Restaurant,"Jadavpur, South Kolkata", South Kolkata,Kolkata,3.8,700,ChIJ9SasSCp3AjoRYmFcSPR0P3M,AdDdOWrlEzpyecQFMPrALSlUKRNYYHKH4DqqdlzC56B5yjSG0pILE-Ml-Uy6vm4R6xwE89M_Nh1pLv95dX57B5eSkmgBUQlWA6JJjcjRzKihVizP25iOR4atf8bcu9tfJQ_0k0X9SZ9nKGjMU2zpJB6WWI9ELoIb6yLsemSjrvkg6q-HoDaN
Aminia,"Behala, South Kolkata", South Kolkata,Kolkata,4.3,700,ChIJCZhuOqt4AjoRR8yc-F7lrXA,AdDdOWqHcB7dlZFawQyX27Cz2fiotvOpldKnLAhjcgh-fkZV7ood0MgL9gSxqAvz4LSzlTgsw5EaYi4VqCUjymiLv_zg9SIXMl3_XcgE7q90VpmNuklSS2omwG9ebbi6mopORAK8wKAFLaiCwCh8y4lQak46eE-aE3qMWRtDQqTHzfFuUarW
The Chef,"Jadavpur, South Kolkata", South Kolkata,Kolkata,4.0,500,ChIJ03soAiNxAjoRs5gvqyEYpLg,AdDdOWpedbh6bZjRrpYknFNlHQDPgTcAKK7m7qzOwzx3xpDqIL8f3uoYw8YhxHBM9TY9LDRe6INl82yTynSNPnzsa7JKMGUwfWd2Q-LBnDjX6Cly9l14Sd5yzZWiTXSZhn75wnwDhvuQheoXJj2fn85Ah1Q3Uaji2_OQC6k289UoXpyNJPYh
24 Ave Pizza,"Tollygunge, South Kolkata", South Kolkata,Kolkata,4.2,400,ChIJn2v4eZdxAjoRFThS8pvlYIU,
The Silk Route,"Golf Green, South Kolkata", South Kolkata,Kolkata,3.9,700,ChIJhb8K79J2AjoR8c2Rucy4i-s,AdDdOWogPkljoG9oLmfH6K6UmvK_rxX-PIq30ZVODeOQ8rRNyo03kI9yyGTEWFkVyESFkU-DIZLFd5cXcY8Bk0tSpOVCR76iqc8JoKA-DkPi-cim720lGAkqznytwyjEBxljXkJwXEqgJwSUWhpZ63LHphOXv_J8URLiHTNytP6a4k5f4QDE
Bawarchi Fast Food,"Baghajatin, South Kolkata", South Kolkata,Kolkata,5.0,600,ChIJmxuUM2R6AjoRUa11fEalc8s,AdDdOWoSSH7IJVUUUtTcDMr4caRgDvXl3xJyZ4udXuMWGpiTolA2AkXdgq5DHf2zwiR01HWdCJCRa6-gksX5CmbbokU4OpnGpbA6xYZCJ1dNhunn_Z-sRqQk_BhpKjIL4H8Z1QdHZ9qUgmA4h5P20ouz87Jf-09ZS4jl03ARIQ-wKsi4xOqd
